4,4
5,84
1,77
2,21
3,97
4,6
5,57
1,68
2,35
3,25
4,25
5,96
1,48
2,22
3,45
4,28
5,97
1,4
2,41
3,25
4,88
5,36
1,7
2,90
3,34
4,64
5,38
1,81
2,40
3,33
4,45
5,22
1,3
2,69
3,58
4,12
5,15
1,93
2,92
3,32
4,56
5,49
1,9
2,11
3,47
4,85
5,5
1,96
2,33
3,39
4,63
5,70
1,80
2,79
3,48
4,42
5,57
1,91
2,85
3,49
4,76
5,8
1,98
2,92
3,4
4,31
5,58
1,76
2,10
3,11
4,27
5,64
1,62
2,5
3,18
4,18
5,70
1,95
2,31
3,13
4,14
5,76
1,70
2,59
3,76
4,34
5,60
1,16
2,89
3,18
4,29
5,28
1,9
2,52
3,47
4,83
5,41
1,83
2,54
3,57
4,43
5,91
1,91
2,52
3,99
4,77
5,6
1,83
2,50
3,83
4,28
5,93
1,68
2,37
3,53
4,63
5,48
1,62
2,88
3,53
4,47
5,48
1,91
2,32
3,52
4,41
5,16
1,13
2,42
3,40
4,15
5,42
1,97
2,30
3,5
4,75
5,36
1,3
2,79
3,43
4,15
5,97
1,85
2,5
3,2
4,80
5,88
1,74
2,24
3,47
4,24
5,66
1,63
2,47
3,34
4,53
5,30
1,24
2,34
3,32
4,28
5,85
1,84
2,38
3,84
4,89
5,36
1,93
2,59
3,88
4,40
5,94
1,89
2,65
3,82
4,95
5,3
1,92
2,76
3,69
4,64
5,41
1,17
2,55
3,68
4,13
5,86
1,91
2,88
3,6
4,24
5,6
1,94
2,62
3,81
4,12
5,17
1,48
2,97
3,70
4,1
5,5
1,2
2,75
3,54
4,56
5,88
1,51
2,70
3,26
4,93
5,32
1,65
2,61
3,69
4,76
5,49
1,44
2,84
3,76
4,25
5,58
1,51
2,40
3,94
4,47
5,55
1,76
2,99
3,29
4,90
5,75
1,72
2,92
3,70
4,72
5,20
1,51
2,57
3,12
4,16
5,97
1,87
2,3
3,49
4,55
5,61
1,95
2,55
3,84
4,79
5,24
1,15
2,29
3,10
4,32
5,11
1,64
2,60
3,16
4,72
5,48
1,9
2,74
3,54
4,18
5,91
1,76
2,41
3,34
4,75
5,8
1,9
2,41
3,56
4,29
5,61
1,12
2,14
3,28
4,93
5,79
1,83
2,76
3,73
4,52
5,59
1,25
2,31
3,38
4,34
5,84
1,76
2,33
3,63
4,98
5,97
1,5
2,12
3,90
4,34
5,57
1,70
2,96
3,78
4,86
5,53
1,63
2,36
3,62
4,45
5,62
1,25
2,95
3,27
4,90
5,66
1,42
2,26
3,28
4,52
5,89
1,98
2,55
3,88
4,78
5,50
1,39
2,1
3,3
4,7
5,50
1,60
2,53
3,20
4,25
5,92
1,42
2,24
3,93
4,25
5,62
1,50
2,73
3,93
4,24
5,6
1,10
2,44
3,86
4,33
5,71
1,45
2,96
3,21
4,34
5,30
1,99
2,14
3,28
4,48
5,55
1,89
2,56
3,8
4,66
5,8
1,0
2,1
3,62
4,62
5,33
1,43
2,21
3,63
4,41
5,18
1,95
2,67
3,58
4,9
5,14
1,63
2,5
3,12
4,4
5,15
1,90
2,93
3,30
4,72
5,77
1,17
2,68
3,41
4,27
5,28
1,50
2,82
3,92
4,98
5,91
1,21
2,71
3,53
4,40
5,67
1,86
2,3
3,19
4,55
5,10
1,50
2,17
3,71
4,77
5,11
1,21
2,52
3,86
4,27
5,56
1,52
2,56
3,14
4,50
5,29
1,81
2,66
3,33
4,77
5,94
1,21
2,8
3,87
4,55
5,53
1,58
2,45
3,44
4,45
5,49
1,66
2,98
3,96
4,93
5,26
1,46
2,79
3,25
4,99
5,36
1,25
2,88
3,17
4,84
5,89
1,40
2,21
3,85
4,54
5,66
1,40
2,45
3,35
4,71
5,55
1,39
2,47
3,89
4,69
5,2
1,51
2,92
3,20
4,35
5,76
1,46
2,88
3,28
4,7
5,34
1,19
2,37
3,52
4,34
5,3
1,6
2,65
3,26
4,5
5,20
1,84
2,20
3,55
4,74
5,69
1,8
2,51
3,14
4,5
5,80
1,40
2,74
3,29
4,21
5,52
1,72
2,83
3,2
4,3
5,8
1,1
2,17
3,24
4,94
5,3
1,57
2,49
3,19
4,71
5,3
1,68
2,24
3,52
4,61
5,87
1,93
2,22
3,17
4,2
5,33
1,34
2,13
3,16
4,67
5,92
1,33
2,86
3,39
4,65
5,73
1,69
2,27
3,12
4,83
5,45
1,38
2,3
3,32
4,33
5,16
1,77
2,69
3,41
4,14
5,56
1,8
2,40
3,97
4,64
5,67
1,26
2,78
3,90
4,46
5,78
1,98
2,23
3,46
4,24
5,89
1,93
2,77
3,86
4,11
5,29
1,55
2,22
3,5
4,45
5,10
1,42
2,52
3,94
4,46
5,97
1,92
2,80
3,80
4,39
5,79
1,28
2,86
3,58
4,10
5,18
1,29
2,63
3,82
4,79
5,12
1,89
2,41
3,74
4,55
5,35
1,95
2,27
3,22
4,39
5,60
1,11
2,36
3,52
4,32
5,14
1,14
2,96
3,16
4,25
5,98
1,30
2,49
3,31
4,67
5,89
1,14
2,75
3,95
4,69
5,14
1,43
2,62
3,46
4,31
5,9
1,90
2,19
3,30
4,38
5,72
1,19
2,97
3,47
4,0
5,51
1,18
2,83
3,48
4,31
5,44
1,61
2,95
3,55
4,66
5,8
1,31
2,82
3,82
4,54
5,44
1,6
2,86
3,84
4,77
5,24
1,68
2,83
3,74
4,20
5,46
1,56
2,52
3,71
4,75
5,1
1,70
2,0
3,73
4,54
5,59
1,4
2,48
3,14
4,49
5,86
1,66
2,84
3,17
4,49
5,96
1,31
2,11
3,33
4,65
5,80
1,15
2,72
3,35
4,5
5,44
1,8
2,8
3,21
4,78
5,67
1,69
2,15
3,46
4,0
5,28
1,17
2,81
3,63
4,89
5,96
1,27
2,29
3,5
4,97
5,62
1,57
2,22
3,24
4,67
5,96
1,1
2,26
3,58
4,50
5,36
1,45
2,25
3,97
4,34
5,14
1,91
2,94
3,21
4,30
5,11
1,6
2,91
3,93
4,65
5,48
1,2
2,40
3,1
4,35
5,48
1,72
2,74
3,38
4,86
5,19
1,29
2,2
3,74
4,63
5,35
1,5
2,2
3,87
4,65
5,26
1,15
2,73
3,39
4,73
5,45
1,29
2,57
3,53
4,29
5,31
1,0
2,66
3,47
4,29
5,4
1,38
2,26
3,21
4,75
5,71
1,84
2,24
3,95
4,52
5,58
1,33
2,11
3,70
4,15
5,44
1,27
2,71
3,70
4,56
5,87
1,55
2,64
3,60
4,40
5,17
1,16
2,99
3,14
4,52
5,0
1,88
2,55
3,50
4,91
5,81
1,98
2,80
3,93
4,44
5,51
1,11
2,9
3,19
4,75
5,95
1,16
2,78
3,44
4,52
5,67
1,38
2,42
3,88
4,10
5,53
1,70
2,92
3,45
4,30
5,51
1,86
2,90
3,11
4,8
5,7
1,41
2,99
3,53
4,80
5,0
1,74
2,57
3,5
4,28
5,6
1,63
2,70
3,78
4,99
5,26
1,41
2,5
3,75
4,35
5,59
1,30
2,44
3,50
4,93
5,2
1,0
2,44
3,40
4,14
5,33
1,54
2,10
3,93
4,98
5,74
1,70
2,78
3,62
4,59
5,87
1,35
2,89
3,3
4,93
5,33
1,33
2,21
3,68
4,26
5,84
1,28
2,66
3,9
4,62
5,90
1,56
2,29
3,8
4,91
5,14
1,23
2,37
3,94
4,78
5,34
1,31
2,46
3,24
4,41
5,84
1,54
2,36
3,61
4,51
5,8
1,35
2,61
3,83
4,64
5,35
1,42
2,88
3,80
4,2
5,49
1,4
2,29
3,73
4,84
5,16
1,97
2,28
3,61
4,33
5,83
1,27
2,0
3,12
4,61
5,5
1,48
2,13
3,77
4,50
5,67
1,58
2,66
3,12
4,79
5,10
1,83
2,89
3,73
4,8
5,96
1,41
2,15
3,57
4,69
5,50
1,33
2,7
3,24
4,51
5,10
1,44
2,79
3,75
4,11
5,86
1,38
2,60
3,67
4,3
5,91
1,10
2,77
3,55
4,38
5,55
1,67
2,52
3,42
4,23
5,58
1,55
2,4
3,70
4,29
5,72
1,27
2,53
3,73
4,42
5,37
1,63
2,20
3,61
4,76
5,5
1,70
2,49
3,57
4,5
5,47
1,21
2,2
3,92
4,1
5,55
1,83
2,90
3,88
4,77
5,14
1,71
2,0
3,11
4,78
5,53
1,51
2,55
3,6
4,86
5,60
1,5
2,96
3,45
4,13
5,4
1,47
2,74
3,98
4,26
5,42
1,64
2,12
3,59
4,77
5,86
1,74
2,18
3,21
4,64
5,54
1,22
2,1
3,62
4,30
5,61
1,50
2,76
3,17
4,83
5,92
1,97
2,40
3,64
4,35
5,44
1,2
2,37
3,13
4,80
5,76
1,34
2,81
3,52
4,43
5,21
1,57
2,42
3,76
4,76
5,65
1,9
2,55
3,23
4,14
5,10
1,36
2,54
3,5
4,84
5,27
1,98
2,83
3,48
4,93
5,4
1,85
2,61
3,7
4,31
5,30
1,74
2,69
3,58
4,32
5,63
1,35
2,32
3,42
4,95
5,29
1,34
2,95
3,29
4,17
5,22
1,90
2,72
3,73
4,81
5,84
1,68
2,36
3,72
4,34
5,33
1,61
2,79
3,23
4,32
5,71
1,97
2,61
3,40
4,37
5,65
1,91
2,18
3,68
4,9
5,50
1,82
2,90
3,68
4,19
5,35
1,32
2,4
3,22
4,59
5,23
1,41
2,68
3,59
4,45
5,59
1,49
2,8
3,17
4,5
5,38
1,78
2,62
3,31
4,36
5,29
1,81
2,58
3,80
4,46
5,74
1,20
2,37
3,7
4,55
5,0
1,54
2,8
3,88
4,33
5,96
1,6
2,79
3,34
4,72
5,14
1,13
2,96
3,11
4,94
5,49
1,64
2,14
3,67
4,42
5,62
1,74
2,50
3,93
4,73
5,35
1,45
2,70
3,64
4,25
5,84
1,73
2,72
3,21
4,84
5,87
1,38
2,0
3,13
4,84
5,87
1,63
2,64
3,82
4,94
5,64
1,63
2,69
3,69
4,7
5,2
1,27
2,14
3,1
4,41
5,80
1,22
2,73
3,23
4,81
5,71
1,49
2,79
3,64
4,36
5,10
1,90
2,78
3,67
4,54
5,76
1,16
2,67
3,61
4,69
5,78
1,53
2,28
3,4
4,38
5,89
1,96
2,60
3,1
4,7
5,93
1,44
2,65
3,35
4,25
5,51
1,41
2,10
3,89
4,65
5,36
1,53
2,97
3,38
4,29
5,0
1,93
2,5
3,19
4,5
5,33
1,30
2,61
3,36
4,22
5,63
1,52
2,66
3,33
4,95
5,0
1,77
2,94
3,57
4,88
5,93
1,47
2,8
3,10
4,83
5,1
1,56
2,21
3,70
4,27
5,92
1,75
2,50
3,29
4,42
5,38
1,19
2,99
3,99
4,97
5,89
1,78
2,76
3,23
4,28
5,4
1,63
2,55
3,90
4,5
5,62
1,0
2,4
3,20
4,60
5,10
1,15
2,99
3,31
4,48
5,32
1,53
2,75
3,49
4,74
5,80
1,95
2,72
3,86
4,63
5,69
1,53
2,40
3,18
4,49
5,94
1,24
2,61
3,90
4,18
5,8
1,4
2,27
3,13
4,19
5,23
1,68
2,18
3,20
4,25
5,52
1,85
2,6
3,63
4,57
5,30
1,20
2,95
3,14
4,5
5,83
1,13
2,58
3,28
4,74
5,32
1,61
2,36
3,44
4,58
5,19
1,31
2,75
3,9
4,4
5,33
1,10
2,24
3,88
4,53
5,67
1,13
2,90
3,88
4,29
5,64
1,56
2,28
3,83
4,43
5,58
1,11
2,82
3,45
4,90
5,9
1,74
2,73
3,28
4,64
5,83
1,39
2,55
3,87
4,12
5,60
1,51
2,56
3,91
4,87
5,19
1,0
2,47
3,63
4,27
5,45
1,8
2,16
3,2
4,15
5,17
1,80
2,78
3,99
4,18
5,71
1,23
2,3
3,25
4,97
5,21
1,68
2,66
3,23
4,10
5,27
1,39
2,42
3,95
4,23
5,75
1,90
2,94
3,95
4,4
5,87
1,29
2,82
3,38
4,39
5,18
1,91
2,55
3,75
4,5
5,64
1,63
2,56
3,63
4,77
5,11
1,27
2,82
3,59
4,52
5,25
1,38
2,88
3,11
4,81
5,77
1,35
2,49
3,74
4,27
5,41
1,38
2,42
3,93
4,94
5,12
1,0
2,94
3,3
4,55
5,29
1,31
2,37
3,82
4,47
5,65
1,87
2,34
3,33
4,52
5,63
1,55
2,94
3,66
4,73
5,11
1,40
2,66
3,10
4,18
5,39
1,60
2,43
3,9
4,91
5,13
1,29
2,47
3,10
4,38
5,48
1,54
2,56
3,0
4,35
5,90
1,55
2,70
3,86
4,8
5,88
1,45
2,2
3,89
4,18
5,45
1,2
2,85
3,28
4,12
5,68
1,4
2,2
3,35
4,55
5,9
1,28
2,51
3,11
4,6
5,38
1,34
2,10
3,89
4,90
5,78
1,58
2,37
3,79
4,26
5,50
1,8
2,16
3,93
4,78
5,22
1,61
2,31
3,88
4,36
5,60
1,19
2,29
3,72
4,73
5,72
1,21
2,51
3,13
4,83
5,42
1,10
2,8
3,26
4,63
5,96
1,41
2,20
3,72
4,2
5,37
1,62
2,0
3,73
4,49
5,19
1,52
2,76
3,93
4,24
5,26
1,15
2,71
3,68
4,91
5,18
1,42
2,86
3,66
4,38
5,91
1,99
2,96
3,91
4,67
5,58
1,20
2,81
3,89
4,50
5,6
1,77
2,81
3,66
4,82
5,12
1,37
2,85
3,7
4,72
5,0
1,43
2,54
3,35
4,25
5,15
1,81
2,84
3,25
4,68
5,25
1,22
2,7
3,54
4,39
5,69
1,63
2,11
3,65
4,38
5,5
1,78
2,7
3,36
4,32
5,23
1,43
2,3
3,10
4,4
5,83
1,39
2,84
3,88
4,81
5,27
1,84
2,98
3,32
4,84
5,22
1,51
2,8
3,99
4,58
5,97
1,15
2,58
3,78
4,24
5,19
1,52
2,88
3,31
4,71
5,74
1,44
2,91
3,4
4,34
5,44
1,60
2,97
3,13
4,92
5,70
1,9
2,50
3,76
4,11
5,49
1,16
2,50
3,79
4,4
5,82
1,23
2,39
3,62
4,67
5,26
1,27
2,88
3,89
4,3
5,41
1,97
2,72
3,42
4,19
5,44
1,56
2,45
3,56
4,48
5,26
1,37
2,62
3,53
4,31
5,75
1,22
2,15
3,65
4,18
5,75
1,4
2,77
3,26
4,64
5,90
1,92
2,91
3,70
4,89
5,52
1,37
2,44
3,35
4,15
5,89
1,22
2,64
3,13
4,68
5,11
1,58
2,56
3,94
4,18
5,36
1,15
2,38
3,63
4,70
5,75
1,5
2,51
3,36
4,27
5,4
1,25
2,25
3,62
4,87
5,97
1,41
2,60
3,70
4,15
5,49
1,35
2,66
3,13
4,45
5,1
1,68
2,47
3,44
4,67
5,81
1,74
2,82
3,69
4,0
5,10
1,29
2,45
3,28
4,72
5,68
1,7
2,91
3,61
4,83
5,68
1,11
2,94
3,88
4,90
5,4
1,27
2,94
3,10
4,55
5,15
1,32
2,1
3,78
4,1
5,97
1,85
2,80
3,37
4,94
5,82
1,61
2,94
3,48
4,81
5,13
1,29
2,35
3,13
4,3
5,31
1,54
2,80
3,34
4,13
5,57
1,65
2,7
3,32
4,64
5,86
1,82
2,10
3,51
4,42
5,87
1,64
2,5
3,84
4,72
5,55
1,23
2,95
3,37
4,59
5,43
1,13
2,9
3,87
4,67
5,51
1,52
2,34
3,74
4,32
5,28
1,98
2,83
3,31
4,91
5,26
1,14
2,40
3,26
4,13
5,83
1,85
2,2
3,1
4,17
5,66
1,91
2,59
3,86
4,25
5,43
1,12
2,94
3,17
4,13
5,8
1,46
2,84
3,83
4,44
5,46
1,75
2,73
3,6
4,6
5,67
1,88
2,92
3,82
4,46
5,75
1,35
2,17
3,96
4,63
5,71
1,54
2,57
3,8
4,31
5,16
1,79
2,23
3,14
4,34
5,79
1,15
2,28
3,58
4,3
5,92
1,77
2,20
3,38
4,85
5,38
1,98
2,44
3,92
4,64
5,78
1,21
2,42
3,20
4,64
5,1
1,46
2,65
3,23
4,35
5,20
1,98
2,36
3,24
4,46
5,0
1,32
2,14
3,54
4,35
5,65
1,60
2,7
3,45
4,92
5,30
1,23
2,38
3,90
4,21
5,54
1,96
2,8
3,55
4,24
5,30
1,99
2,25
3,80
4,49
5,60
1,53
2,96
3,18
4,7
5,40
1,10
2,23
3,94
4,27
5,68
1,40
2,77
3,13
4,20
5,33
1,64
2,9
3,72
4,80
5,2
1,82
2,70
3,74
4,5
5,79
1,71
2,19
3,3
4,73
5,23
1,60
2,9
3,91
4,2
5,41
1,96
2,47
3,61
4,4
5,50
1,45
2,47
3,73
4,36
5,48
1,42
2,6
3,59
4,78
5,3
1,59
2,44
3,7
4,23
5,49
1,51
2,68
3,65
4,38
5,73
1,36
2,76
3,91
4,15
5,12
1,95
2,23
3,8
4,1
5,93
1,66
2,72
3,9
4,64
5,98
1,61
2,19
3,77
4,20
5,14
1,82
2,98
3,71
4,45
5,59
1,59
2,67
3,98
4,75
5,94
1,67
2,26
3,67
4,82
5,91
1,50
2,73
3,99
4,31
5,53
1,85
2,66
3,81
4,65
5,7
1,25
2,51
3,45
4,50
5,30
1,54
2,31
3,33
4,60
5,47
1,7
2,87
3,15
4,63
5,23
1,15
2,23
3,76
4,43
5,5
1,9
2,5
3,73
4,27
5,98
1,97
2,55
3,0
4,80
5,2
1,91
2,8
3,63
4,1
5,81
1,6
2,46
3,68
4,66
5,32
1,7
2,71
3,90
4,95
5,64
1,8
2,19
3,85
4,21
5,20
1,91
2,3
3,18
4,84
5,85
1,5
2,93
3,44
4,12
5,54
1,26
2,38
3,4
4,16
5,25
1,63
2,10
3,37
4,22
5,76
1,44
2,88
3,8
4,83
5,65
1,30
2,82
3,92
4,45
5,53
1,10
2,52
3,94
4,35
5,10
1,51
2,41
3,1
4,1
5,15
1,4
2,61
3,21
4,71
5,48
1,8
2,23
3,83
4,22
5,29
1,11
2,96
3,5
4,73
5,76
1,58
2,14
3,18
4,27
5,22
1,1
2,82
3,97
4,22
5,27
1,52
2,30
3,99
4,4
5,36
1,49
2,45
3,89
4,36
5,66
1,36
2,79
3,74
4,79
5,59
1,0
2,59
3,87
4,31
5,55
1,83
2,56
3,75
4,14
5,12
1,37
2,87
3,65
4,55
5,49
1,85
2,73
3,49
4,62
5,82
1,56
2,18
3,71
4,61
5,2
1,37
2,61
3,50
4,64
5,65
1,67
2,32
3,29
4,88
5,99
1,31
2,39
3,63
4,61
5,36
1,45
2,3
3,79
4,55
5,0
1,11
2,84
3,7
4,44
5,51
1,67
2,28
3,91
4,88
5,72
1,27
2,39
3,17
4,92
5,11
1,8
2,12
3,11
4,38
5,81
1,22
2,17
3,88
4,50
5,89
1,19
2,61
3,64
4,36
5,73
1,15
2,82
3,1
4,95
5,23
1,4
2,2
3,83
4,63
5,46
1,1
2,19
3,42
4,50
5,7
1,32
2,5
3,96
4,15
5,65
1,14
2,72
3,67
4,51
5,44
1,7
2,28
3,96
4,68
5,72
1,41
2,44
3,81
4,32
5,24
1,44
2,78
3,14
4,38
5,0
1,29
2,72
3,25
4,26
5,65
1,50
2,29
3,42
4,51
5,78
1,8
2,55
3,52
4,9
5,21
1,87
2,31
3,88
4,95
5,12
1,7
2,39
3,72
4,41
5,74
1,46
2,3
3,91
4,11
5,8
1,46
2,10
3,52
4,29
5,62
1,98
2,20
3,74
4,13
5,60
1,71
2,43
3,66
4,45
5,76
1,31
2,85
3,41
4,93
5,76
1,95
2,82
3,3
4,86
5,55
1,44
2,6
3,94
4,11
5,82
1,24
2,37
3,49
4,76
5,55
1,60
2,99
3,57
4,29
5,16
1,8
2,70
3,85
4,74
5,63
1,52
2,94
3,80
4,93
5,19
1,11
2,39
3,64
4,37
5,7
1,22
2,44
3,37
4,39
5,99
1,6
2,65
3,13
4,85
5,36
1,52
2,35
3,96
4,17
5,13
1,92
2,82
3,97
4,76
5,11
1,71
2,86
3,39
4,97
5,63
1,64
2,36
3,19
4,87
5,23
1,72
2,8
3,40
4,32
5,44
1,59
2,21
3,72
4,3
5,90
1,70
2,69
3,88
4,41
5,22
1,58
2,3
3,83
4,49
5,56
1,83
2,85
3,94
4,6
5,79
1,96
2,13
3,99
4,17
5,45
1,32
2,91
3,74
4,44
5,38
1,96
2,62
3,80
4,80
5,86
1,3
2,82
3,47
4,70
5,63
1,19
2,1
3,29
4,42
5,82
1,65
2,18
3,13
4,16
5,68
1,35
2,24
3,33
4,59
5,13
1,92
2,53
3,70
4,52
5,57
1,31
2,4
3,44
4,20
5,80
1,30
2,98
3,19
4,49
5,28
1,40
2,45
3,70
4,87
5,95
1,45
2,69
3,38
4,1
5,2
1,5
2,31
3,87
4,1
5,26
1,86
2,3
3,42
4,22
5,7
1,27
2,23
3,92
4,30
5,30
1,87
2,5
3,40
4,12
5,88
1,58
2,8
3,72
4,4
5,22
1,35
2,8
3,58
4,82
5,40
1,62
2,70
3,5
4,0
5,65
1,58
2,78
3,42
4,53
5,1
1,76
2,19
3,59
4,33
5,18
